term_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
7677,-0.3782554006497771,-0.038591989950381614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5435,-0.2932284302962227,-0.02750286343006836,1.0693833599574355e-05,1.1330876422450208e-05,-9.929351661112603e-05,-4.332482799734071e-05,1.9695834826612276e-05,-3.751921971978288e-06,5.872388504572063e-06,-1.6517120448871148e-07
9476,0.20289551236108738,-0.28937316470363994,7.223151109419062e-05,4.974143974178988e-05,-0.00011873127047806928,-1.0363168054701207e-06,-2.847029807615239e-07,4.11559217602608e-06,1.219937948043338e-05,-3.102649270189315e-05
13959,0.14801451169288998,0.33561739057722145,2.061410173107628e-05,-0.00014055811648903564,4.314238420221318e-05,-5.11538610190886e-06,-1.209860340348536e-05,8.834945133876744e-05,3.630105115662747e-05,-5.815499760838587e-05
5171,-0.2096355232516863,-0.021388331779729687,-8.06943088341801e-05,8.004494396485527e-05,-0.00034029617894772195,-0.00011503691239042808,2.9474163972996882e-05,7.16388665940189e-05,9.57017890002483e-05,-4.844685662335594e-05
3159,-0.20507822926795172,-0.020923368045387525,0.00012744496333212817,-1.8056779064956946e-05,-0.00024193886274119573,-0.00017484610179379492,2.6568660619797168e-05,-0.00025987398629963537,1.8042298504126288e-05,0.00010527088046965397
13674,-0.19596364130048594,-0.01999344057670345,-6.554838524687402e-05,0.0005214052459348929,-0.0011989757495011388,-0.00039015774819791045,-1.4563504624680335e-05,-0.00019940299829895815,0.00016681103492526626,-0.00011703979483310712
8872,0.1404661239422901,-0.20033526787175035,6.66944214342279e-05,4.3202962898207346e-07,-0.0002151996314789973,9.954039417298344e-06,2.6523452684837637e-05,2.3864437322014756e-05,7.677814254988931e-05,1.3434668161077905e-05
1016,-0.15039070146316508,-0.015343803233284171,-0.00016128806056654434,0.00036803323251163644,-0.00036174461861644117,-6.663646018614371e-05,3.805616878370361e-08,7.624780998492896e-05,-4.191008089563273e-05,-6.632365727200296e-05
2472,-0.14127611349570046,-0.014413875764600315,0.0002450663964431495,0.000510885260246476,-0.00020840637378479176,-0.00022460688687868217,9.099271005841393e-05,-6.432353256503816e-05,-0.00017878147669096067,-0.0002615824328185387
1839,0.09202282141006764,0.04376648718302446,7.045511449991213e-05,-7.854323122329313e-05,-0.00029613241207226753,3.4007550516465044e-05,-5.1863876636911115e-05,0.0001731843119069167,8.855391179738352e-05,-0.0002310533908878484
11432,0.10534959295671852,-0.15025145090381412,2.6643242885512357e-05,-0.0001223681019205258,0.001178748798125544,0.00031509581938635585,0.00010430807548770108,0.00020240034563975438,0.000786692012290382,-0.00010961501444684743
5154,-0.1276042315445029,-0.013018984561574356,-6.591512454030694e-05,5.910175051852839e-05,0.0004822927013679166,-0.0001373146979533746,2.5926260529712186e-05,0.00012997438303008138,-0.0001705212295938209,0.0003007565952900847
1941,0.07098655152618219,0.160959360787037,-0.0008937304156793068,-0.00012472071468793404,0.0004536365768693821,-4.683133402838767e-05,0.0001744277445967861,-0.0001092068401584961,4.566602416327932e-07,0.00020264217561251994
1991,-0.10937505560957485,-0.011159129624206716,0.0007604586530414806,-0.00018164487076768922,0.0032323684895774886,-1.7822325115687965e-05,-0.00022003054827790546,0.0001997094331304634,-0.00037508973324960757,0.00016674414117466433
12697,-0.10026046764210937,-0.010229202155522726,-0.0003121765828649084,0.000525635181661857,-0.0013398446217687539,-0.000373029793999156,-5.375662636612781e-06,0.00025262447165311653,-0.00049668923539953,0.00010449429450057236
2350,0.07803673552349485,-0.11129737103986224,-0.00018017095955363127,0.00010951603766877762,-0.0005287103055036541,0.00024743697146452896,-1.918048005794232e-05,0.00022483098912857448,4.6653665239203054e-05,1.976372205095751e-05
7606,-0.0957031736583773,-0.009764238421180809,-0.001475517715118038,6.003556389737861e-05,-0.0020780063610638896,-0.000540417252470496,0.0002457502313551171,-0.0002939640804477516,0.0008815310206008929,0.00010314997128330925
1071,-0.09114587967464531,-0.009299274686838895,-0.00029683679733162464,0.00017247679728067932,0.0005853529324474331,-0.00041250175483016155,0.00025210566136471454,-0.00044630470249787147,0.0005511589034576845,9.601011693187955e-05
14122,0.05437267776473518,0.12328802102836711,0.00020070786246298726,1.0632956178240097e-05,0.0003777723321829972,9.835868104345974e-05,7.455839990416077e-05,-0.0003827229535706468,-0.00017027938460575627,-0.0001320159746309029
12213,0.07023306197114516,-0.10016763393587522,0.0005654116356915708,-0.00017115508139392213,-0.00028604049890235323,9.225928024285506e-05,0.00021180027485765974,-0.0001439660270549428,0.00019613219819848818,-0.0001746188525209026
2054,-0.08658858569091275,-0.00883431095249693,5.1471273196192735e-05,0.00037591686337817213,0.00035541489479499046,-0.0003342822491656035,-8.383609935391864e-06,-0.0003991274940546614,-0.00013498407111341894,-6.407853529071545e-05
10941,-0.08658858569091275,-0.008834310952496918,-0.001485867652239844,0.0007017810928576174,-0.0026104918732169054,-0.00021441061936767808,-7.195260044063877e-05,-0.00035947404397166293,-0.0003322416315742904,-0.00020921983768684588
7675,-0.07785405373290916,-0.012344660256321107,-0.00021975800582288196,0.00013579221870990482,0.001370519340377057,-3.57396890027589e-05,-3.7926526279406314e-05,0.00039371539719121134,-7.840646624530999e-05,0.0003501436567450748
2448,0.05135197344447254,0.11643868652679235,0.0010379544309892467,-0.00011267211587100334,0.0002465293998834859,-0.0001877748276509613,0.00013416729685001221,0.0003255183895662742,0.0006016590422932302,-8.647233778874711e-07
3942,0.06024026838816785,-0.08848618281655508,0.0009658528686191599,0.0012343831210369968,0.0003816300861033049,-0.00033721921432181625,6.540514495663136e-05,-0.00021153993861706407,-0.00036316656874230846,0.0001456609039278993
11176,0.06242938841879599,-0.08903789683188862,-0.00032702933731969806,-0.0006183787023745765,0.0005942853586237862,-0.0002890137164826912,0.00019157576335556017,0.00016920524503453792,0.0006309350786581796,0.00013041357932388936
5657,0.05221293105534756,0.012009048863200783,0.0004699922157124589,0.0004786005916594957,-0.00673018201701429,-0.000456309840765762,-9.868850344253759e-05,-0.00031506954936649936,-0.0005836818147482034,-0.00014702736742975076
7186,-0.07291670373971602,-0.007439419749471071,-8.704400025120139e-05,8.733321294186503e-05,-0.0017709050829178268,-0.0002947331342885799,0.00018248516438054512,-0.00013046976689747275,-3.734155794295434e-05,-0.00014931260448713837
4481,0.0014058318859280813,-0.04827308001243435,-0.0029280221458419663,-0.002774993812807717,0.011208842805410379,-0.004670542837407113,0.00046904275534842153,0.0005201853496696182,0.0010741760746170873,0.0023224910468141067
5851,0.04077950832355149,0.09246601577127614,0.001661875009766391,-0.00233336246361554,-0.003835569629587805,-0.0022969408634267723,0.0011868043558793191,0.00018570042197537122,-5.190048466131657e-05,-0.0004769019641247768
12352,0.04077950832355149,0.09246601577127614,-0.0014458981362537268,0.002526978128884566,0.007608231372420658,0.002881050518799806,-0.0011804479850238967,0.0017397924733513295,3.493748640253466e-05,-0.00012827281822910117
12982,0.04566307129809285,0.013114759941944065,0.0007767610067489635,0.0014229359493533192,0.018382824457183478,0.005707942215489858,0.0006279881158163423,0.0019735788169238373,-0.0029557095597730508,0.001156934926124359
14120,0.03926915616341996,0.08904134852048767,0.0015408536336542359,-0.0016948331051699372,-0.004273708165456833,-0.00034407525736199153,0.0004354263009349251,-0.0016760269621756065,-0.00043129388877337897,-0.000427985537741536
7226,-0.0528665392816746,-0.011996027743952776,-0.004122066075387904,-0.0005996637421503087,0.0026781672589394436,-0.00020732291894250132,-0.0012953275466125091,0.003999962270423784,-0.003439882924777581,-0.0004088377427707038
1513,0.013291073718004717,0.06291664357526358,2.283231655403231e-05,-0.002083150450530796,0.008529349541910746,0.001544854653539484,0.00038969522669160306,0.00044117890290323284,0.0011632718397190087,0.0013147542464033934
5403,-0.021404494787256517,-0.02859282733423852,-0.0011489256598480897,0.003108059859611047,-0.014847482527819336,0.0022620192421773486,0.0030880943552305746,-0.0004853915488100821,-0.0003358745249088625,0.0004620682377256411
9121,-0.04950261605442796,-0.011652819183924992,0.003438570059428182,-0.0009415694798843596,-0.015108699843516647,0.0017677436988059866,-0.00010946636965181096,0.004046508120206773,0.002487109856144141,0.0015890107828800855
13531,0.03624845184315673,0.08219201401891253,0.0029051217104750725,0.001478571720200601,-0.003797285719014989,0.0013360555054725777,-0.001094258043439263,-0.00014740777199542888,-0.00069123870480029,-0.0002713763421818932
8075,0.04682204131409728,-0.0667784226239174,3.287811700297937e-05,-0.001456524766487601,0.004742476740271478,0.0009331245395408257,-0.0005531434456454897,-0.001522905514629025,-0.0005637868256210639,-0.0008511842440455033
1518,0.04682204131409728,-0.0667784226239174,0.001109394090459943,0.0032459260792672574,-0.016663890553503785,-0.0004922124953936901,0.0004561999627167716,0.0016109643264842334,-0.001562117685037616,0.0004797372173282637
14280,-0.049911105846590344,-0.00026396153569507587,0.0008806830521816838,-0.000781467975605143,-0.004922660180454925,0.0016198777738666765,0.0009539403191948413,0.0025780681950288574,-0.00018918982018886245,-0.00032411623261839975
12254,-0.05468752780478745,-0.0055795648121033615,0.0020482495168514976,0.001613920240191607,-0.014827614430021941,-0.002479279311034456,-0.0002859249180740767,-0.0008017988390051644,0.0022201620201756935,-0.00013877878851801972
10067,-0.05468752780478745,-0.0055795648121033615,0.00020433783083111093,0.0025331232973303083,-0.012822378273406035,-0.0016316573328659012,0.0001125758751912525,-0.0031105938905921456,-0.0030116812039084353,0.002434253667912576
1765,0.04050698413274147,-0.014533749646664903,-0.007519040725928556,0.0010554717634807906,-0.014960264524189866,-0.00032459222335690975,-0.0006331743943747857,0.0005151690660735781,0.0019381891073633277,-0.00040617674642444174
2429,0.043758981859136736,-0.060350879448612185,-0.005386131442741049,-0.002112283521701509,-0.0019998212794245683,0.0014407854287101715,-0.0008152594603961401,0.000807947127525651,-0.0024981598901952055,-0.0003046140008217046
1990,-0.051025957934457494,-0.0027918471080632303,0.0036391858385376053,-0.00010311525000178618,-0.019018043681319364,-0.002083385378375021,0.003015727151502269,-0.0013122990750983657,-0.0017769319540499428,-9.296164288794394e-05
11050,0.03322774752289373,0.07534267951733602,0.0022001512692039725,-0.0009279703514976855,0.004218968409887027,-0.0010202788518672147,5.8950746327413454e-05,-0.001888983520844126,0.0025079913413062673,-0.0005535849527478436
7794,0.03322774752289372,0.07534267951733602,-0.00324431975917204,0.0026686338747068648,-0.00487762622775265,-0.0007524043428736205,0.001554066924859885,0.0004717232215940298,-0.0016413076811549706,0.0009367290613219504
2428,0.03971733181751388,-0.021643348199228075,0.0018847222049629647,-0.0012676261911504791,-0.012051679374133711,0.0021177109401108035,0.0008001003938625752,9.553423220143471e-05,-0.005757917580717657,-0.000420296801254618
11393,0.04013550509149881,-0.03665242992599629,-0.0035904164150200937,-1.4732340029585211e-05,0.010319102386120564,-0.002271624443117083,1.4131154380528212e-05,-0.00014007664127097333,-0.00014278986977564812,0.0005642616733779474
11409,0.04087887813812317,-0.05624322463295876,0.0008942167023021702,0.0031665410662636974,0.0028072356795184154,0.0002725618375074459,-0.00023563589641765976,-5.473010320467637e-05,0.0004819865790465307,0.00031930921330186585
5346,0.03171739536276253,0.0719180122665475,0.0026967080435637445,-0.0005325968710658713,0.01012915463755601,-0.0016332053055626505,-0.0010556664019255246,0.00036474352580280337,-0.002178618502402535,0.001350979017557652
5667,0.03171739536276251,0.07191801226654751,-0.0019448899829853585,-6.602000550560636e-05,-0.006151207322094888,-0.002155378426121895,0.0014314424380841699,-8.166892409151833e-05,0.001591052727151358,-0.00031898359006137433
